rainfall_mm,duration_hr,wind_speed_kmph,humidity_pct,temperature_c,pressure_hpa,antecedent_rain_3d_mm,elevation_m,slope_pct,drainage_vulnerability,imperviousness,soil_infiltration,city,area,latent_score,risk_class
20.2,6.4,24.5,42.1,33.5,1008.8,11.4,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,18.172,1
15.4,6.3,31.7,62.2,28.5,1007.1,2.5,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,6.456,0
49.4,6.5,11.9,71.2,23.2,1009.7,37.1,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,111.027,2
55.5,14.3,30.5,65.3,25.8,1006.6,22.7,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,26.738,1
89.5,1.7,8.7,59.0,27.3,1005.4,21.4,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
15.4,10.4,3.3,53.8,36.0,1011.6,1.3,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,4.724,0
193.9,17.0,23.6,65.4,27.9,1001.3,3.1,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,111.715,2
214.7,9.3,19.4,82.3,21.7,1005.7,9.4,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,121.61,2
73.9,22.0,10.4,54.9,30.6,1009.5,3.2,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,23.608,1
103.6,12.9,10.7,74.7,28.4,1004.8,51.7,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,94.657,2
28.8,10.8,43.6,60.9,28.4,1008.8,2.9,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,16.119,0
147.5,4.4,24.7,62.7,23.7,1006.2,3.7,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
24.5,21.1,6.6,63.8,29.3,1011.3,55.5,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,14.687,1
30.3,6.6,5.3,63.3,29.3,1007.9,66.5,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,40.446,1
88.9,30.9,28.0,69.2,26.1,1011.1,15.7,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,21.109,1
1.2,5.9,19.2,62.1,28.4,1009.1,1.1,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,1.014,0
106.8,8.3,38.0,74.6,27.6,1005.7,21.7,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,122.883,2
78.6,5.8,35.1,67.4,23.8,1004.1,11.8,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,89.553,2
24.9,14.2,4.8,57.4,29.1,1010.2,2.5,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,19.315,1
94.8,7.6,37.2,78.9,28.8,1005.3,12.5,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,153.145,2
38.7,37.3,14.8,62.0,25.7,1009.2,5.7,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,7.178,0
86.1,8.6,4.2,72.2,33.1,1004.2,2.0,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,85.877,2
340.6,10.3,15.3,98.0,21.0,1007.4,6.1,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,199.791,2
18.8,7.6,33.5,73.8,32.3,1010.0,11.2,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,26.224,1
14.2,3.4,25.1,62.8,27.2,1009.8,17.3,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,25.026,1
48.6,4.7,31.2,66.1,34.4,1007.4,18.2,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,111.67,2
192.1,20.9,10.6,69.4,23.6,1005.9,3.7,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,39.962,1
67.2,8.4,6.8,75.3,23.8,1004.9,5.0,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,51.158,1
7.9,8.1,20.1,62.8,33.6,1013.2,3.5,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,3.629,0
300.9,7.4,20.1,100.0,21.3,1006.7,34.2,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,250.0,2
20.2,3.8,0.0,68.9,28.1,1013.6,31.6,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,23.453,1
341.2,6.8,28.2,85.5,18.5,1002.1,8.4,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,250.0,2
43.5,16.6,22.1,94.6,28.3,1011.6,2.4,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,12.038,0
57.0,5.7,12.9,63.2,28.3,1010.1,23.5,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,57.796,1
6.1,9.7,16.2,67.9,36.7,1007.1,22.4,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,1.503,0
3.2,3.5,10.3,63.9,28.5,1006.3,23.3,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,2.357,0
400.0,19.3,11.7,100.0,20.1,1000.7,15.5,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,179.277,2
130.2,5.8,36.3,79.2,29.6,1008.3,128.7,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
19.1,20.0,44.0,62.9,28.2,1007.5,3.3,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,3.511,0
5.6,30.4,43.5,54.4,27.0,1004.9,10.8,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,1.704,0
223.3,6.6,15.8,87.0,32.2,1006.9,3.0,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,250.0,2
400.0,11.7,14.8,86.4,23.9,1000.6,14.8,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
32.6,2.0,13.0,63.6,34.0,1004.1,5.0,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,94.677,2
14.5,2.6,4.2,69.0,33.7,1016.2,7.4,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,15.967,0
12.8,9.3,17.5,58.1,31.8,1007.9,28.2,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,5.982,0
6.1,15.9,39.3,65.0,33.9,1008.0,13.6,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,2.185,0
81.1,30.3,27.7,77.0,28.7,1005.8,56.0,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,15.826,1
395.7,6.9,12.0,100.0,18.2,1001.7,1.1,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,250.0,2
128.0,9.3,29.0,70.7,24.8,1002.7,8.4,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,135.239,2
146.3,5.1,20.8,83.0,31.4,1009.7,5.1,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,236.952,2
86.2,10.1,17.1,64.7,29.6,1006.4,4.5,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,71.006,2
66.9,6.1,45.7,76.2,24.1,1009.0,9.7,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,59.04,1
400.0,3.0,24.2,95.2,22.4,998.7,4.7,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,250.0,2
384.6,7.4,10.3,89.1,20.8,1003.6,5.7,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,250.0,2
271.9,25.0,14.0,81.3,24.6,1002.8,10.3,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,101.938,2
91.8,11.5,16.6,73.8,26.9,1005.2,14.0,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,46.422,1
38.7,14.4,6.7,60.9,27.1,1009.1,9.7,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,13.236,0
48.5,8.9,21.5,65.3,33.0,1011.7,27.3,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,53.661,1
95.4,7.5,21.6,62.2,24.3,1007.7,2.8,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,224.317,2
87.8,36.2,32.6,63.5,26.4,1010.6,7.9,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,36.527,1
8.4,12.7,10.3,63.3,26.5,1011.0,37.2,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,2.856,0
130.2,36.1,17.0,61.3,23.0,1001.3,5.9,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,25.924,1
20.7,4.5,4.9,66.5,29.4,1009.8,25.4,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,37.407,1
2.0,9.9,20.4,59.4,32.6,1009.7,10.2,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,0.955,0
38.1,17.3,19.1,81.3,28.3,1007.4,4.3,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,9.427,0
245.2,13.1,11.4,88.7,25.0,1003.5,7.8,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,209.962,2
0.5,8.7,18.0,56.2,29.4,1009.2,9.2,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,0.626,0
79.9,6.6,0.0,83.5,29.0,1005.3,55.1,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,145.399,2
21.0,4.0,22.3,67.1,28.5,1011.6,11.8,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,23.737,1
25.2,12.4,15.7,61.0,29.3,1006.5,13.8,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,15.979,0
61.5,2.8,18.0,67.2,21.4,1008.8,48.1,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,244.004,2
104.0,6.8,26.0,72.3,26.3,1002.7,15.4,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,133.053,2
400.0,4.2,12.8,91.4,19.1,996.2,39.2,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,250.0,2
9.5,6.0,18.1,66.6,27.5,1014.3,4.1,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,3.595,0
272.7,10.0,11.5,78.8,32.1,1004.2,25.2,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,230.823,2
87.8,13.2,12.8,78.7,35.5,1011.6,5.9,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,52.313,1
244.2,14.1,25.0,82.6,25.8,1009.0,11.8,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,154.998,2
60.7,40.3,18.3,55.0,31.7,1005.6,32.4,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,10.131,0
149.7,20.4,14.0,82.0,25.0,1008.1,9.5,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,93.249,2
13.3,15.1,29.9,64.0,27.9,1009.5,14.3,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,4.711,0
304.4,3.5,19.2,99.0,26.7,1006.5,18.1,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
81.9,25.5,26.1,80.7,27.2,1003.4,32.1,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,37.603,1
10.2,2.4,19.1,70.0,28.3,1010.8,14.1,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,11.423,0
22.2,12.0,21.9,58.9,32.2,1010.4,4.2,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,9.949,0
50.4,11.4,43.1,76.2,32.9,1005.2,28.2,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,21.469,1
0.2,5.8,44.6,64.3,35.5,1010.5,9.5,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,1.373,0
44.1,6.7,14.9,61.7,25.5,1007.0,9.3,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,48.171,1
50.9,17.9,5.4,65.2,27.3,1009.7,25.1,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,27.322,1
65.7,13.6,36.0,60.8,27.7,1006.4,21.9,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,31.804,1
388.7,2.2,32.8,96.1,16.9,1001.5,9.6,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,250.0,2
36.9,11.1,32.7,69.4,27.1,1008.0,4.5,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,15.206,1
7.5,7.5,27.2,75.2,30.0,1007.1,24.4,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,6.546,0
77.7,12.0,10.6,68.8,24.6,1008.4,8.3,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,31.21,1
7.1,6.8,33.3,72.5,28.1,1008.6,50.7,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,3.527,0
117.3,4.8,21.5,75.6,26.5,1009.3,28.7,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
12.4,19.8,30.8,63.5,34.4,1000.9,74.1,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,5.731,0
74.1,8.1,19.8,65.0,29.8,1006.9,11.0,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,102.333,2
378.3,5.4,28.1,92.0,19.5,1000.1,18.5,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,250.0,2
14.1,7.7,27.0,56.5,32.3,1013.0,34.6,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,6.656,0
69.4,6.3,0.0,60.6,28.7,1008.7,26.3,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,67.148,2
9.4,5.6,5.9,49.0,26.5,1011.9,81.2,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,7.576,0
20.2,2.7,3.2,71.8,32.3,1013.0,9.1,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,37.599,1
400.0,5.8,0.0,95.4,16.3,999.8,25.2,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
25.0,11.4,17.2,63.5,30.0,1007.5,20.2,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,24.526,1
44.5,5.9,16.9,75.3,28.0,1004.0,4.8,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,46.03,1
209.7,4.6,33.3,79.5,20.2,1001.6,9.1,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,250.0,2
2.3,10.4,0.0,64.0,30.5,1008.9,5.9,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,0.424,0
4.2,4.6,50.2,58.2,27.0,1014.8,11.2,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,3.614,0
21.3,5.7,25.1,61.9,28.9,1009.8,15.5,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,29.692,1
85.2,16.1,32.2,78.7,27.2,1004.5,12.4,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,40.616,1
93.5,6.4,20.4,66.3,27.3,1013.3,1.7,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,97.552,2
52.4,2.6,27.5,58.4,32.6,1014.1,11.8,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,171.181,2
43.2,18.6,25.4,67.1,28.1,1013.3,18.6,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,31.353,1
68.6,10.1,39.2,80.7,25.0,1008.1,94.0,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,74.225,2
166.6,5.8,37.1,79.7,27.1,1008.4,10.0,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,159.424,2
219.6,9.6,27.5,87.5,21.4,999.7,67.0,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
173.9,11.6,23.9,80.4,25.0,1008.0,3.5,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,107.42,2
49.2,4.9,8.8,50.1,28.9,1009.0,12.9,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,58.256,1
18.7,10.3,10.9,56.6,33.3,1017.5,113.1,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,13.842,0
83.4,5.7,28.9,77.8,22.2,1010.2,11.4,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,141.293,2
79.1,17.2,26.4,65.8,21.1,1009.5,8.1,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,16.165,1
272.5,8.0,1.0,78.3,17.8,1007.0,10.2,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,250.0,2
49.4,13.9,28.9,76.2,27.1,1007.3,27.9,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,21.564,1
141.2,14.6,16.0,60.9,25.6,1005.6,16.8,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,78.386,2
100.3,5.7,30.3,64.6,27.6,1003.0,2.1,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,121.921,2
58.0,5.8,11.4,78.2,29.1,1005.6,1.7,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,50.884,1
3.9,7.8,21.5,64.6,34.6,1009.1,5.7,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,2.027,0
65.0,16.8,9.1,68.4,25.1,1009.7,7.3,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,26.751,1
84.9,5.3,27.2,74.3,24.5,1005.6,5.2,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,139.28,2
64.9,23.9,25.3,71.5,31.2,1003.4,2.6,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,13.567,0
42.3,5.7,17.8,66.5,23.6,1008.4,17.2,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,49.041,1
39.4,16.8,22.3,64.0,26.2,1009.2,300.0,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,15.429,1
329.8,12.6,17.9,91.5,21.3,1001.4,12.0,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,250.0,2
30.1,28.7,15.3,74.4,32.4,1009.5,16.7,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,4.663,0
275.1,30.7,29.7,85.0,24.1,1009.7,8.9,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,43.589,1
37.3,10.9,28.0,81.2,28.8,1009.6,11.1,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,15.608,1
9.0,6.6,20.2,64.1,33.9,1011.0,9.0,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,4.571,0
347.3,16.5,13.5,100.0,22.7,1001.2,9.7,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,157.232,2
18.4,10.3,17.4,63.0,27.6,1010.2,6.1,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,6.725,0
220.8,5.8,11.2,82.1,26.7,1008.0,3.7,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,233.743,2
99.4,12.9,44.0,68.1,27.0,1011.4,29.7,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,41.105,1
16.2,13.6,39.7,69.0,26.6,1011.7,12.8,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,3.725,0
400.0,14.1,43.8,92.6,16.9,1002.5,27.3,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,250.0,2
3.6,7.9,18.9,51.1,35.3,1012.7,2.8,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,1.5,0
77.4,8.9,36.4,90.4,22.7,1007.7,47.9,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,33.369,1
78.6,3.1,27.5,79.6,28.6,1011.7,11.2,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,250.0,2
14.8,14.2,5.4,69.7,32.0,1011.7,2.8,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,2.314,0
92.1,6.2,36.7,75.2,32.2,1012.7,9.8,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,127.239,2
84.7,9.2,36.0,69.9,25.5,1009.9,15.2,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,69.269,2
400.0,9.0,39.2,100.0,27.5,1004.0,167.4,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
91.4,7.5,0.6,69.1,25.2,1005.2,7.8,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,111.94,2
99.6,6.8,14.4,74.4,28.6,1010.8,12.9,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,63.806,1
400.0,26.7,11.1,92.2,19.8,997.8,97.4,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
16.4,15.9,25.7,65.9,28.5,1011.8,29.0,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,5.187,0
83.1,7.3,21.1,71.5,27.8,1009.0,8.2,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,68.449,2
400.0,1.8,43.0,100.0,18.1,998.5,18.6,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,250.0,2
87.7,5.3,39.8,79.4,28.5,1006.0,42.5,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,117.51,2
311.2,3.4,16.1,96.5,20.8,1005.8,16.9,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,250.0,2
11.4,21.1,16.0,63.3,29.9,1009.7,19.1,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,4.404,0
21.2,29.4,24.8,74.4,24.7,1012.8,56.0,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,9.18,0
219.1,8.6,10.0,72.8,24.7,1004.0,8.9,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,250.0,2
88.1,11.5,21.7,75.7,27.5,1001.8,13.7,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,88.041,2
15.2,3.0,5.7,65.2,28.5,1012.3,43.3,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,19.272,1
400.0,7.0,0.0,100.0,18.5,1003.3,12.6,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
18.6,40.2,27.0,61.9,23.8,1011.1,14.8,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,2.184,0
89.8,23.6,23.3,64.5,26.3,1008.8,0.8,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,28.546,1
210.2,7.9,21.8,88.0,25.2,1001.9,24.4,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,250.0,2
86.6,6.9,16.0,67.6,29.3,1008.8,15.1,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,77.717,2
40.6,18.4,23.7,73.4,29.8,1005.3,14.5,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,10.186,0
49.7,8.5,16.3,80.4,32.2,1008.0,19.2,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,29.67,1
41.5,17.2,18.5,58.6,29.4,1012.4,73.3,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,15.358,1
185.0,4.6,37.8,81.9,28.3,1006.6,9.8,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,250.0,2
17.7,5.6,7.6,54.1,29.9,1008.7,20.1,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,23.553,1
48.5,15.3,21.8,68.3,32.3,1003.6,9.1,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,13.473,0
84.9,9.6,37.0,65.2,29.4,1006.2,11.6,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,34.112,1
262.3,23.1,28.9,94.1,23.4,1004.0,17.3,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,243.933,2
18.9,23.1,20.0,60.6,32.7,1014.6,52.3,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,3.717,0
400.0,4.5,45.5,90.1,18.1,1009.4,16.3,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,250.0,2
11.9,8.9,12.2,65.6,31.4,1012.8,10.9,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,5.057,0
1.5,3.9,0.0,66.1,32.6,1012.2,18.9,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,1.324,0
31.9,7.5,32.7,71.5,25.2,1006.9,49.6,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,38.234,1
80.1,4.9,15.2,79.0,23.7,1009.7,9.8,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,108.996,2
59.6,4.2,27.7,77.3,29.8,1007.1,22.4,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,133.659,2
400.0,16.2,20.3,100.0,21.3,999.3,12.0,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
300.9,5.2,18.1,92.2,24.7,1007.6,6.6,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,250.0,2
5.9,14.4,53.6,51.9,31.0,1007.5,3.9,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,2.926,0
400.0,25.9,11.0,90.8,27.1,1005.6,15.0,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,179.689,2
15.7,7.0,17.3,72.5,27.6,1012.0,1.1,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,11.565,0
29.2,7.2,20.1,61.6,24.1,1011.0,100.3,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,36.148,1
27.8,7.8,30.3,53.4,28.4,1008.3,12.6,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,10.354,0
5.2,7.2,0.0,61.4,26.3,1006.5,22.7,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,2.446,0
75.5,8.2,14.5,64.6,29.6,1011.3,7.0,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,53.417,1
17.0,7.1,27.4,60.9,26.9,1008.8,170.5,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,26.153,1
5.3,4.6,36.8,64.2,27.5,1009.3,7.2,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,3.74,0
14.1,18.6,21.2,72.6,30.4,1007.2,21.0,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,3.819,0
60.8,4.2,35.8,70.6,32.9,1008.6,30.1,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,137.713,2
151.3,2.0,19.9,83.1,28.9,1008.7,9.0,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,250.0,2
102.7,7.1,12.4,75.0,29.6,1006.3,4.1,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,85.543,2
212.8,13.3,13.4,77.1,25.9,1002.8,11.2,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,170.273,2
19.1,17.6,4.2,45.5,31.5,1014.7,10.1,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,5.335,0
16.0,7.1,11.9,73.6,26.1,1005.8,10.4,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,5.391,0
160.6,15.4,22.8,75.3,19.3,1010.0,17.7,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,69.833,1
94.7,5.1,33.6,62.8,23.2,1006.1,6.2,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,118.193,2
237.8,1.1,0.0,91.6,21.4,1002.9,8.3,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,250.0,2
